count,lang,rel_type,rel_lang
5,English,borrowed_from,Nyunga
3,English,borrowed_from,Galibi Carib
6,English,borrowed_from,Middle Persian
41,English,borrowed_from,Indonesian
5,English,borrowed_from,Old Persian
2,English,borrowed_from,Pictish
2,English,borrowed_from,Venetian
3,English,borrowed_from,Kimbundu
5,English,borrowed_from,Creek
3,English,borrowed_from,Oriya
24,English,borrowed_from,Basque
2,English,borrowed_from,Edo
38,English,borrowed_from,Albanian
2,English,borrowed_from,Austrian German
1,English,borrowed_from,Ido
1,English,borrowed_from,Eastern Mari
1,English,borrowed_from,Pijin
2,English,borrowed_from,gmq
1,English,borrowed_from,gem
4,English,borrowed_from,Teochew
1,English,borrowed_from,Tigre
10,English,borrowed_from,Xhosa
4,English,borrowed_from,Luganda
3,English,borrowed_from,Lushootseed
1,English,borrowed_from,Efik
1,English,borrowed_from,Ibibio
1,English,borrowed_from,Ladino
1,English,borrowed_from,Middle Scots
15,English,borrowed_from,Hausa
1,English,borrowed_from,Parthian
9,English,borrowed_from,Cornish
1,English,borrowed_from,Makasar
11,English,borrowed_from,Ecclesiastical Latin
1,English,borrowed_from,Kansa
3,English,borrowed_from,Khanty
4,English,borrowed_from,Tigrinya
4,English,borrowed_from,White Hmong
16,English,borrowed_from,Azerbaijani
5,English,borrowed_from,Old English
3,English,borrowed_from,Choctaw
1,English,borrowed_from,Khwe
10,English,borrowed_from,Akkadian
3,English,borrowed_from,Tlingit
1,English,borrowed_from,Burushaski
1,English,borrowed_from,Erzya
3,English,borrowed_from,Sindhi
1,English,borrowed_from,Central Atlas Tamazight
2,English,borrowed_from,Tashelhit
5,English,borrowed_from,Bambara
2,English,borrowed_from,Mandingo
1,English,borrowed_from,Pangasinan
3,English,borrowed_from,Turkmen
1,English,borrowed_from,Iranian Persian
1,English,borrowed_from,Classical Mongolian
1,English,borrowed_from,Rioplatense Spanish
22,English,borrowed_from,Belarusian
1,English,borrowed_from,Wik-Mungkan
2,English,borrowed_from,Mapudungun
1,English,borrowed_from,Bajan
4,English,borrowed_from,Puerto Rican Spanish
3,English,borrowed_from,Macedonian
3,English,borrowed_from,Ndonga
1,English,borrowed_from,Kabuverdianu
8,English,borrowed_from,Manx
1,English,borrowed_from,Abaza
9,English,borrowed_from,Sicilian
2,English,borrowed_from,Potawatomi
9,English,borrowed_from,Shona
1,English,borrowed_from,Mandinka
1,English,borrowed_from,Catawba
2,English,borrowed_from,Kikuyu
1,English,borrowed_from,Hakka
1,English,borrowed_from,Dhuwal
3,English,borrowed_from,Hidatsa
3,English,borrowed_from,Crow
2,English,borrowed_from,Gwich'in
1,English,borrowed_from,Kurnai
6,English,borrowed_from,Konkani
4,English,borrowed_from,Breton
3,English,borrowed_from,Nahuatl
1,English,borrowed_from,Nupe
3,English,borrowed_from,Nootka
1,English,borrowed_from,Nez Perce
1,English,borrowed_from,Võro
2,English,borrowed_from,Lakota
35,English,borrowed_from,Marathi
2,English,borrowed_from,Nigerian Pidgin
3,English,borrowed_from,Proto-Germanic
12,English,borrowed_from,Avestan
1,English,borrowed_from,Omaha-Ponca
2,English,borrowed_from,Vulgar Latin
4,English,borrowed_from,Ge'ez
2,English,borrowed_from,Klingon
2,English,borrowed_from,Adyghe
1,English,borrowed_from,Umbundu
5,English,borrowed_from,Kashmiri
7,English,borrowed_from,Old Armenian
1,English,borrowed_from,Cumbric
2,English,borrowed_from,Inupiaq
3,English,borrowed_from,Kongo
2,English,borrowed_from,Kalenjin
1,English,borrowed_from,Makonde
8,English,borrowed_from,Hopi
21,English,borrowed_from,Galician
1,English,borrowed_from,Miami
2,English,borrowed_from,Old Church Slavonic
2,English,borrowed_from,Tuvan
1,English,borrowed_from,Bube
3,English,borrowed_from,Plautdietsch
5,English,borrowed_from,Northern Kurdish
2,English,borrowed_from,Santali
1,English,borrowed_from,Abenaki
1,English,borrowed_from,Acadian French
1,English,borrowed_from,Pidgin Delaware
2,English,borrowed_from,Dogri
1,English,borrowed_from,Switzerland French
3,English,borrowed_from,Dakota
1,English,borrowed_from,Kiowa
1,English,borrowed_from,Ligurian
4,English,borrowed_from,Brazilian Portuguese
2,English,borrowed_from,Tulu
1,English,borrowed_from,Washo
1,English,borrowed_from,Algonquin
1,English,borrowed_from,Taíno
2,English,borrowed_from,Dinka
1,English,borrowed_from,Turoyo
10,English,borrowed_from,Lithuanian
3,English,borrowed_from,Maasai
2,English,borrowed_from,Pohnpeian
2,English,borrowed_from,Siraya
1,English,borrowed_from,Tosk Albanian
1,English,borrowed_from,Atikamekw
1,English,borrowed_from,Kuria
1,English,borrowed_from,Cia-Cia
2,English,borrowed_from,Urartian
1,English,borrowed_from,Ga
1,English,borrowed_from,Hän
1,English,borrowed_from,Cocopa
1,English,borrowed_from,Q'anjob'al
1,English,borrowed_from,Bavarian
1,English,borrowed_from,Chinook
1,English,borrowed_from,Wiyot
1,English,borrowed_from,Abui
1,English,borrowed_from,New Sanskrit
4,English,borrowed_from,Somali
3,English,borrowed_from,Central Kurdish
2,English,borrowed_from,Sundanese
7,English,borrowed_from,Unami
2,English,borrowed_from,Tolai
1,English,borrowed_from,Macushi
1,English,borrowed_from,Heiltsuk
1,English,borrowed_from,Ditidaht
1,English,borrowed_from,A-Pucikwar
1,English,borrowed_from,Krio
1,English,borrowed_from,Makah
4,English,borrowed_from,Asturian
1,English,borrowed_from,Anyi
1,English,borrowed_from,Sehwi
3,English,borrowed_from,Ilocano
3,English,borrowed_from,Tajik
1,English,borrowed_from,Caddo
1,English,borrowed_from,Woods Cree
4,English,borrowed_from,Okinawan
1,English,borrowed_from,Romagnol
1,English,borrowed_from,Talossan
1,English,borrowed_from,Anuta
1,English,borrowed_from,Abkhaz
2,English,borrowed_from,Northern Sami
2,English,borrowed_from,Maore Comorian
1,English,borrowed_from,Koasati
1,English,borrowed_from,Kabardian
1,English,borrowed_from,Iraqw
1,English,borrowed_from,Nanticoke
1,English,borrowed_from,Lower Tanana
1,English,borrowed_from,Kavalan
1,English,borrowed_from,Malecite-Passamaquoddy
1,English,borrowed_from,Bulu (Cameroon)
1,English,borrowed_from,Mwotlap
1,English,borrowed_from,Plains Cree
1,English,borrowed_from,Esan
2,English,borrowed_from,Tokelauan
1,English,borrowed_from,Chuukese
1,English,borrowed_from,Awabakal
1,English,borrowed_from,Koyukon
2,English,borrowed_from,Bahnar
2,English,borrowed_from,Eastern Mnong
2,English,borrowed_from,Aymara
1,English,borrowed_from,Shuar
2,English,borrowed_from,Antillean Creole
1,English,borrowed_from,Bemba
1,English,borrowed_from,Onondaga
4,English,borrowed_from,roa
1,English,borrowed_from,Northeast Maidu
1,English,borrowed_from,Yakut
1,English,borrowed_from,Judeo-Tat
1,English,borrowed_from,Lingala
1,English,borrowed_from,Fanagalo
1,English,borrowed_from,Cazcan
1,English,borrowed_from,Middle High German
1,English,borrowed_from,Atong (India)
1,English,borrowed_from,Atong (Cameroon)
2,English,borrowed_from,Kalasha
1,English,borrowed_from,Caribbean Hindustani
1,English,borrowed_from,Gonja
1,English,borrowed_from,Tonga (Malawi)
1,English,borrowed_from,Mansi
11,English,borrowed_from,West Frisian
1,English,borrowed_from,Picard
1,English,borrowed_from,Ossetian
1,English,borrowed_from,Northern Paiute
1,English,borrowed_from,Catuquinaru
1,English,borrowed_from,Early Scots
1,English,borrowed_from,North Frisian
1,English,borrowed_from,Rajasthani
1,English,borrowed_from,Oneida
10,English,borrowed_from,Igbo
2,English,borrowed_from,Ainu
1,English,borrowed_from,Garhwali
1,English,borrowed_from,Havasupai-Walapai-Yavapai
1,English,borrowed_from,Demotic
1,English,borrowed_from,Xibe
1,English,borrowed_from,Rade
1,English,borrowed_from,Lü
1,English,borrowed_from,Hlai
1,English,borrowed_from,Tuvaluan
2,English,borrowed_from,Swazi
3,English,borrowed_from,Guyanese Creole English
1,English,borrowed_from,Belizean Creole
1,English,borrowed_from,Naskapi
1,English,borrowed_from,Piedmontese
1,English,borrowed_from,Tübatulabal
1,English,borrowed_from,Trinidadian Creole English
1,English,borrowed_from,Nhanda
1,English,borrowed_from,cel
1,English,borrowed_from,North Levantine Arabic
1,English,borrowed_from,Minangkabau
1,English,borrowed_from,Proto-Celtic
1,English,borrowed_from,Bohairic Coptic
2,English,borrowed_from,Fula
1,English,borrowed_from,Hadza
1,English,borrowed_from,Herero
1,English,borrowed_from,Kwanyama
1,English,borrowed_from,Laboya
1,English,borrowed_from,Deccani
2,English,borrowed_from,Dogrib
1,English,borrowed_from,Pawnee
1,English,borrowed_from,Eyak
3,English,borrowed_from,Bikol Central
1,English,borrowed_from,Purisimeño
1,English,borrowed_from,Tatar
1,English,borrowed_from,Farefare
1,English,borrowed_from,Miriwung
1,English,borrowed_from,Laz
1,English,borrowed_from,Saterland Frisian
1,English,borrowed_from,bnt
1,English,borrowed_from,Mam
1,English,borrowed_from,Okanagan
1,English,borrowed_from,Dari
2,English,borrowed_from,Juǀ'hoan
1,English,borrowed_from,Sudanese Arabic
1,English,borrowed_from,Luxembourgish
2345,English,etymologically_related_to,French
6343,English,etymologically_related_to,Ancient Greek
17655,English,etymologically_related_to,Latin
12125,English,etymologically_related_to,Middle English
4699,English,etymologically_related_to,Old English
1,English,etymologically_related_to,Nobiin
436,English,etymologically_related_to,Arabic
50,English,etymologically_related_to,Egyptian
3,English,etymologically_related_to,Northern Sami
44,English,etymologically_related_to,Hungarian
1,English,etymologically_related_to,Proto-Uralic
77,English,etymologically_related_to,North Frisian
108,English,etymologically_related_to,German Low German
40994,English,etymologically_related_to,English
3341,English,etymologically_related_to,Old French
1156,English,etymologically_related_to,Proto-Indo-European
1274,English,etymologically_related_to,Proto-Germanic
376,English,etymologically_related_to,Middle French
1075,English,etymologically_related_to,Translingual
146,English,etymologically_related_to,Icelandic
373,English,etymologically_related_to,Russian
403,English,etymologically_related_to,Sanskrit
118,English,etymologically_related_to,Norwegian
159,English,etymologically_related_to,Danish
10,English,etymologically_related_to,Koine Greek
573,English,etymologically_related_to,Old Norse
8,English,etymologically_related_to,Massachusett
627,English,etymologically_related_to,Scots
84,English,etymologically_related_to,Afrikaans
39,English,etymologically_related_to,Tagalog
865,English,etymologically_related_to,Italian
253,English,etymologically_related_to,Hebrew
111,English,etymologically_related_to,Proto-West Germanic
24,English,etymologically_related_to,Aramaic
186,English,etymologically_related_to,Persian
53,English,etymologically_related_to,Anglo-Norman
1644,English,etymologically_related_to,German
394,English,etymologically_related_to,Swedish
280,English,etymologically_related_to,Middle Dutch
33,English,etymologically_related_to,Lithuanian
85,English,etymologically_related_to,Greek
90,English,etymologically_related_to,Czech
23,English,etymologically_related_to,Old Tupi
44,English,etymologically_related_to,Occitan
124,English,etymologically_related_to,Hindi
78,English,etymologically_related_to,Urdu
25,English,etymologically_related_to,Armenian
788,English,etymologically_related_to,Dutch
16,English,etymologically_related_to,Tamil
53,English,etymologically_related_to,Old Frisian
40,English,etymologically_related_to,Old Saxon
62,English,etymologically_related_to,Saterland Frisian
141,English,etymologically_related_to,Middle High German
175,English,etymologically_related_to,Scottish Gaelic
736,English,etymologically_related_to,Irish
64,English,etymologically_related_to,Classical Nahuatl
45,English,etymologically_related_to,Proto-Slavic
176,English,etymologically_related_to,Low German
372,English,etymologically_related_to,Japanese
51,English,etymologically_related_to,Ojibwe
108,English,etymologically_related_to,Chinese
31,English,etymologically_related_to,Vietnamese
246,English,etymologically_related_to,Old High German
7,English,etymologically_related_to,Old Swedish
1,English,etymologically_related_to,Tomo Kan Dogon
11,English,etymologically_related_to,Faroese
1,English,etymologically_related_to,Esperanto
155,English,etymologically_related_to,Middle Low German
57,English,etymologically_related_to,Albanian
625,English,etymologically_related_to,Spanish
1,English,etymologically_related_to,Adnyamathanha
89,English,etymologically_related_to,Serbo-Croatian
1,English,etymologically_related_to,Eblaite
1,English,etymologically_related_to,Ugaritic
4,English,etymologically_related_to,Moroccan Amazigh
57,English,etymologically_related_to,Turkish
7,English,etymologically_related_to,Mycenaean Greek
19,English,etymologically_related_to,Nahuatl
49,English,etymologically_related_to,Basque
20,English,etymologically_related_to,Alemannic German
17,English,etymologically_related_to,Old Armenian
133,English,etymologically_related_to,Portuguese
13,English,etymologically_related_to,Bengali
13,English,etymologically_related_to,Quechua
1,English,etymologically_related_to,aa
3,English,etymologically_related_to,Taíno
21,English,etymologically_related_to,Middle Persian
13,English,etymologically_related_to,Norwegian Nynorsk
32,English,etymologically_related_to,Catalan
25,English,etymologically_related_to,Romanian
5,English,etymologically_related_to,Phoenician
85,English,etymologically_related_to,Undetermined
12,English,etymologically_related_to,Guaraní
3,English,etymologically_related_to,Ewe
17,English,etymologically_related_to,Thai
12,English,etymologically_related_to,Old East Slavic
91,English,etymologically_related_to,Ukrainian
1,English,etymologically_related_to,Southern Ma'di
6,English,etymologically_related_to,Vulgar Latin
2,English,etymologically_related_to,Turkmen
1,English,etymologically_related_to,Bactrian
2,English,etymologically_related_to,Niuean
2,English,etymologically_related_to,Palauan
6,English,etymologically_related_to,Old Turkic
9,English,etymologically_related_to,Proto-Italic
1,English,etymologically_related_to,Fijian
7,English,etymologically_related_to,Burmese
24,English,etymologically_related_to,Tibetan
1,English,etymologically_related_to,Siraya
189,English,etymologically_related_to,Welsh
110,English,etymologically_related_to,West Frisian
18,English,etymologically_related_to,Avestan
